case_id,pool,h_ch,n_fin,h_fin,d_in,u_in,q_w,geometry_family,solver_status,combined_position,archive_path,archive_sha256,archive_size_bytes,flow_converged_reported,raw_enthalpy_passed,raw_enthalpy_balance_ratio,raw_temperature_extrema_passed,raw_temperature_max_T_K,wall_time_sec
id_test_0514,id_test,6.935142,8,2.318963,5.931039,0.813941,5.10004,uniform_fins,pending,505,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0514.tar.gz,f68a5cc680f4ec811118cc3e08228a428d3e611b5fa8483194bebf4e1807681e,1205206,true,true,0.9994910533044723,true,299.54164,42.066
id_test_0545,id_test,7.44365,4,4.080073,4.541719,1.159159,6.903373,uniform_fins,pending,506,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0545.tar.gz,b5b7d9102880e94daf07ffa4e4d989fe8195ffef40c300f891037309be5ef200,1068253,true,true,0.9582564712239977,true,308.3978,31.154
id_test_0503,id_test,7.002189,7,3.659302,5.823622,1.155802,9.244499,uniform_fins,pending,509,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0503.tar.gz,5534daa2f1cf058a1438e294f7e05a79abb1963487f18d7b5cd0cb113b2114ab,1287823,true,true,0.9572377910403387,true,310.3394,31.670
id_test_0574,id_test,9.954894,8,5.380412,4.998,0.965828,12.59329,uniform_fins,pending,510,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0574.tar.gz,a5f9954010dc252841b81ae40939cbd7a0e321eb6ad7981ef47f9dd3b9a12610,2101787,true,true,2.6182826653202467,true,365.37296,123.382
id_test_0530,id_test,4.98225,4,2.650695,4.910733,0.857097,6.635405,uniform_fins,pending,511,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0530.tar.gz,dfe3ede02560bbe485e72f182ebbbd9e4f204072cd92920331fa51936a157563,766770,true,true,0.9778922848312578,true,302.94364,103.340
id_test_0566,id_test,4.859266,5,2.152797,3.5946,0.943027,9.49429,uniform_fins,pending,512,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0566.tar.gz,2d21b53882fb8454984a33cdd4bbd6d7c2af21fee44712d57f01eb518a7489e8,688385,true,true,0.9996589405008094,true,302.93426,18.841
id_test_0542,id_test,8.507632,6,2.183102,3.298731,0.905107,8.642472,uniform_fins,pending,513,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0542.tar.gz,a510ff1189eb41676327cb7235c99f4730a95e7beab2fd9bbd111b555fc5b614,1056975,true,true,0.9996329616457641,true,305.97092,51.492
id_test_0593,id_test,5.607129,7,3.200402,5.06664,0.453051,5.515729,uniform_fins,pending,514,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0593.tar.gz,c633548a611b1916a4c662156f9adafe2f178d83ae3a4d853dda8953514de446,1108953,true,true,0.9873502828512505,true,301.93397,28.802
id_test_0584,id_test,9.61339,8,5.891782,3.415576,0.791925,7.267646,uniform_fins,pending,515,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0584.tar.gz,a8f7585fda8c5f790d345e474c4ee472abc8a09542d4be2f18a6401b376a76a3,2165899,true,true,2.11053750098794,true,350.71195,127.792
id_test_0540,id_test,9.634176,4,5.782275,5.700131,0.8035,8.792612,uniform_fins,pending,516,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0540.tar.gz,c6319804c5530292f9772618b9e28c5d7f9d46b2f745ead2eb20562d789907e5,1415580,true,true,3.4252921527594054,true,330.09839,180.884
id_test_0532,id_test,7.064301,6,2.557072,5.367292,1.284595,30.33915,uniform_fins,pending,518,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0532.tar.gz,a5a119edeca7a52d8520a61a497cdf5b696b4a4a8a181696db7af1f0bb83fff4,954375,true,true,0.995164497410752,true,330.94555,41.959
id_test_0523,id_test,6.097254,7,3.22343,4.845905,1.493199,19.505229,uniform_fins,pending,519,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0523.tar.gz,c27c9c98f130ba4038d7b9a75837603e5e875bda1f5a8df6dfd80ace566b5cf0,1098598,true,true,0.9526124251121073,true,323.25117,37.119
id_test_0550,id_test,4.926288,4,2.570737,3.221915,1.325741,12.333239,uniform_fins,pending,521,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0550.tar.gz,96f8d6b7fd2f4d53c10684a6da76351774bb1b267bfdf78935625b324b2229d8,683837,true,true,0.9815299731023288,true,308.87473,69.837
id_test_0556,id_test,7.991889,5,4.015834,5.361001,0.716177,16.15622,uniform_fins,pending,522,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0556.tar.gz,e2ed1e5b7c2ced4a357067976ab45c837248ab51a035ceb5778d19977ce4d777,1173592,true,true,0.9806939880430866,true,327.4195,54.876
id_test_0592,id_test,6.527135,6,2.835213,5.665748,1.063498,27.87201,uniform_fins,pending,523,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0592.tar.gz,ed05c9675d120690e785a0395008b0eae2a0651c45b1f2a2c19b14ec6b6309c4,1088641,true,true,0.983949241065788,true,334.30005,38.214
id_test_0573,id_test,8.910786,7,5.378112,5.305807,0.670767,9.849358,uniform_fins,pending,524,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0573.tar.gz,657281704f07118f3d3118160338219ee20abadae160fdd390b44cadec0b8273,1734983,true,true,2.5493971385065506,true,329.91089,119.564
id_test_0579,id_test,4.227553,8,2.961034,4.020009,0.945754,16.822171,uniform_fins,pending,525,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0579.tar.gz,5da6623e059585af087312490ab55e5491b0be42f079ca4bfa321cd0088c4e04,1178938,true,true,0.9317206830348153,true,318.57215,30.942
id_test_0555,id_test,5.45524,4,3.905504,2.154892,1.266337,8.225699,uniform_fins,pending,526,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0555.tar.gz,2c96f564ed579fac730a163783a45da5b206718eafc0d4a097a2ece3a564376d,929700,true,true,0.9344629485322785,true,310.21697,31.900
id_test_0531,id_test,8.49311,5,3.983762,4.248338,0.988899,20.070512,uniform_fins,pending,527,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0531.tar.gz,356b517e1b685fa72d673d2b1ef449094f048c345540eb7ef6ddfe8f8e4abef8,1209023,true,true,0.9856202127780848,true,335.47804,38.568
id_test_0562,id_test,5.897074,6,2.517144,2.567528,0.848863,12.818549,uniform_fins,pending,528,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0562.tar.gz,7581eed16c806f3d0e5a7631708043eb7512a72e1da2507f0dae290378e30620,965219,true,true,0.9996873879735029,true,310.9028,26.228
id_test_0538,id_test,6.253971,7,2.02607,5.486321,1.280855,20.483849,uniform_fins,pending,529,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0538.tar.gz,29fd2ea2cc4df2782745cfc13de66f0c78efcf112ca4a7ffc177f6dda7a1f270,1009453,true,true,0.9992443908489866,true,314.20967,33.254
id_test_0539,id_test,8.488141,8,5.930321,5.349529,0.808468,21.937106,uniform_fins,pending,530,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0539.tar.gz,954bbd1bcc218d8c7492701d943a4ae4cff31cb83c2f1d0aa75c6fb859d7ab83,2066672,true,true,4.543901998608734,true,431.81122,109.938
id_test_0565,id_test,7.753795,4,4.424482,3.393124,1.196771,13.468019,uniform_fins,pending,531,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0565.tar.gz,e27197ecb51a7b2f94977a4040fadcd23b19e02306285dfddcc330408b4f238f,1160918,true,true,0.9601732286629978,true,325.91295,34.523
id_test_0561,id_test,4.134762,5,2.962884,3.439991,0.662674,13.08521,uniform_fins,pending,532,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0561.tar.gz,f40160da6a94e610423c79a969f2b7115de29b171b3cfcf61ce9cdf2708ba984,731840,true,true,0.9954440741650002,true,310.06389,19.511
id_test_0512,id_test,4.021836,6,2.671146,5.796505,0.626255,21.718125,uniform_fins,pending,533,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0512.tar.gz,6b62e584a2c82798fe43f2f66ffb2567e257fa593707242555d25c07c0084659,771377,true,true,0.9917748173693484,true,319.80079,35.732
id_test_0549,id_test,9.583586,8,5.744568,5.201442,0.827689,22.016664,uniform_fins,pending,535,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0549.tar.gz,cef5da9864b9660d718e4f46523529a1689c56643acd773f3ae57e6edcc32281,2205628,true,true,3.0683487889946224,true,442.80186,144.712
id_test_0590,id_test,8.165196,4,4.061164,5.156988,0.820195,15.897835,uniform_fins,pending,536,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0590.tar.gz,2fa600cd99b49e8976251627b94f4923f71297e6c3af205adc06faa907f083c9,1128158,true,true,0.9798870192057811,true,327.65019,45.411
id_test_0546,id_test,6.681637,5,2.696934,4.480747,1.071244,37.696411,uniform_fins,pending,537,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0546.tar.gz,2764d9926c10b8dc9d2317159951ce1d65ae67ce293e536355e2ea1d68930274,929885,true,true,0.9950890228528884,true,344.32855,33.154
id_test_0572,id_test,4.978693,6,2.732513,5.15009,0.261428,11.568276,uniform_fins,pending,538,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0572.tar.gz,91323b8d93db7542502c6617821a82ca8b82b561a99b7d1e2f2eae4234cd7f3a,893358,true,true,0.999691798558099,true,309.33217,15.624
id_test_0568,id_test,6.297088,7,2.762128,2.866667,0.867839,10.563271,uniform_fins,pending,539,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0568.tar.gz,08b939c8955df338bbf6a8933f037f715c60b17614ca8e18974b337ae1fa66fa,1118094,true,true,0.9995644252664672,true,308.64769,32.556
id_test_0519,id_test,4.384116,8,3.067112,5.635564,0.774193,18.937326,uniform_fins,pending,540,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0519.tar.gz,fc76cad0a4a37bdd2d07afbd86c06f68afbe4de881c04c1eed935854c197ee5f,1165349,true,true,0.9312699931988808,true,321.49195,23.606
id_test_0505,id_test,9.712958,4,3.261525,2.47254,1.394117,17.859483,uniform_fins,pending,541,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0505.tar.gz,81bf122c795c20c29c9a8268a0d48a60261964f876120fda276331af6e22fa6e,1190045,true,true,0.998835313770373,true,328.81936,159.455
id_test_0536,id_test,6.372953,5,3.936039,3.865781,0.977793,30.67078,uniform_fins,pending,542,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0536.tar.gz,b532584c8a29afdf626b5ead2bc2402dd7a9db96d62e5f1b5ce7256a3c715db7,1065341,true,true,0.9473981011042751,true,357.21397,30.382
id_test_0552,id_test,8.089759,6,5.4719,2.565805,1.000696,27.52169,uniform_fins,pending,543,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0552.tar.gz,f2e2ca8b16b22f24cb62fe9895a1ac9e634fa0e12e3fd7b300f065d4363e06a6,1536294,true,true,2.385846659877011,true,397.18914,93.273
id_test_0588,id_test,4.509676,7,2.88722,4.739785,1.480746,37.855072,uniform_fins,pending,544,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0588.tar.gz,0b0a50db7f5c2c38e636353aec76ebdc25d45602a813872afa4414800c26694c,981288,true,true,0.9144098300470627,true,340.28322,18.698
id_test_0564,id_test,5.288008,8,2.328656,4.528569,0.832446,25.719473,uniform_fins,pending,545,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0564.tar.gz,dbc7ffdff00481c23dee1bd5cbecd03683866e8619c8ca970f4e2244f65de0d9,1058828,true,true,0.9970646880245677,true,325.4826,19.120
id_test_0515,id_test,4.872599,4,2.01296,4.715109,1.09235,38.872568,uniform_fins,pending,546,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0515.tar.gz,8c05f9b8a43dcb3727f6de78711f34f000454f01a372a0f38f2456db2c611ecb,667709,true,true,0.9992546090238916,true,334.18808,15.275
id_test_0516,id_test,6.173027,5,3.263654,4.901797,1.080333,47.420039,uniform_fins,pending,547,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0516.tar.gz,8b70e8f952e8accaecd39a690c62b88c6f21bc95329f417df103126822fd6e25,1004215,true,true,0.9619016475393584,true,374.69884,19.995
id_test_0597,id_test,4.666887,6,3.136592,2.036655,0.470277,11.118204,uniform_fins,pending,548,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0597.tar.gz,436061c8d2259734bd9a4260239fb991053de2f4df182b36d154305ed670fd76,869209,true,true,0.9995365431174793,true,309.69739,9.527
id_test_0518,id_test,8.761293,7,3.166813,3.895446,0.992505,29.347452,uniform_fins,pending,549,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0518.tar.gz,8f202c55516d10277e00351c9101e08a846eacc33dc42907883488e12da27049,1417947,true,true,0.9989974873411196,true,344.97948,42.329
id_test_0599,id_test,9.49626,8,5.551735,2.072311,0.944319,15.161819,uniform_fins,pending,550,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0599.tar.gz,4475e543218ca596dc00e9a6290a777abe127159bef49aed8685163f2e72bcc6,2120456,true,true,1.235065081318336,true,398.51929,85.152
id_test_0575,id_test,6.110352,4,2.824775,3.264568,1.097709,40.397703,uniform_fins,pending,551,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0575.tar.gz,dfa2bdb518174dcc354df05e2b635b778ccb760f7bc5009ae8d9d4a0d0126bea,848712,true,true,0.9929452294219747,true,355.32535,19.000
id_test_0581,id_test,5.091063,5,3.330157,5.731946,1.031168,47.151642,uniform_fins,pending,552,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0581.tar.gz,fb16f7c7cf115e70e4c69d4c7667b705ccc8bff02662481809c4be0710de6501,878621,true,true,0.9202464681616983,true,369.06914,24.567
id_test_0557,id_test,7.154342,6,4.826246,3.672359,0.455494,24.909561,uniform_fins,pending,553,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0557.tar.gz,f6468f8e4be39ec392bf3465b31b8aa81024f2ee3dbd5187febf510df1cf8239,1405250,true,true,0.9719959606372515,true,358.01186,29.572
id_test_0513,id_test,7.05865,7,3.974467,5.889091,0.679753,31.934817,uniform_fins,pending,554,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0513.tar.gz,7bffe23d53de5e24a84a40d322f49c5e5304da2beb4dbc8aa8ffef351a71f20e,1314935,true,true,0.9610383385909076,true,358.14678,31.223
id_test_0504,id_test,5.407747,8,3.102087,5.456285,0.250572,10.855783,uniform_fins,pending,555,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0504.tar.gz,c339854e132f2812dcbc246b7e336af25a1ea374aaa8223a0e05f0354b61f537,1249957,true,true,0.9998000046894338,true,311.02367,26.677
id_test_0595,id_test,5.82405,4,4.366899,4.184161,0.360899,18.869178,uniform_fins,pending,556,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0595.tar.gz,9bca8b9952edd73d88df7870f7b99ce27baa00e63461f6a49986f3f501d0e23a,955046,true,true,0.9682294994473417,true,335.11121,26.424
id_test_0596,id_test,6.350678,5,3.69065,5.971302,0.71921,39.914291,uniform_fins,pending,557,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0596.tar.gz,ac0b9e4340317f311e4e52308b4d9dd0564342f0d525c7500244dd419aeefef1,1082270,true,true,0.9544872405952822,true,372.00521,29.695
id_test_0547,id_test,6.6644,6,4.048044,2.777805,0.998438,41.935028,uniform_fins,pending,558,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0547.tar.gz,7a8dfa0f39ba04e1f40ffce32be591065a5ef9a04d0073dd226c53a9a254f73a,1247415,true,true,0.9641988498177637,true,383.48501,37.322
id_test_0543,id_test,7.655657,7,2.987702,5.392614,0.742859,34.168146,uniform_fins,pending,559,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0543.tar.gz,8f2727a0ff7107bf27ea8897aa8856a8eb174ad08f69f1c8dc5dcf8242f7a519,1311813,true,true,0.9981729484302735,true,348.87763,74.330
id_test_0529,id_test,6.611408,8,2.504033,5.807305,1.043612,48.723281,uniform_fins,pending,560,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0529.tar.gz,4192465e7876f52783e0ac685d1d5cf059bc74d015e08f78b982b40130c385b6,1249879,true,true,0.9946991202574889,true,358.89888,56.989
id_test_0580,id_test,5.160124,4,2.76945,4.442556,0.845554,47.06089,uniform_fins,pending,561,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0580.tar.gz,bbc991410bb293d3ba2eb65c145c479379255355ab3e48ca92de2ab86501c8dd,738753,true,true,0.9771252809026304,true,358.00709,30.614
id_test_0526,id_test,9.754602,5,3.557485,2.745404,0.829429,23.126256,uniform_fins,pending,562,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0526.tar.gz,c3af7c37851c9d2d9bca9e8e27452dc1953e7b4c9a496118c300c118bd6fceca,1275497,true,true,0.9997890204236536,true,344.78309,82.052
id_test_0567,id_test,7.664083,6,3.304972,3.786098,0.619649,38.093531,uniform_fins,pending,563,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0567.tar.gz,d7c05247385aa30912f62c45c3e4665bf01f03c3e361bc7d961507c3977e854b,1215717,true,true,0.9993053861008664,true,365.46334,55.069
id_test_0533,id_test,5.537819,7,3.211219,2.998034,0.744515,23.966299,uniform_fins,pending,564,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0533.tar.gz,be5994c581fcff69c9ad5bce84a096590653a5a4eace83b5e1270fa40107a2a1,1161076,true,true,0.9874136891072425,true,331.65018,29.440
id_test_0544,id_test,4.489899,8,2.910777,3.098808,0.822424,21.316025,uniform_fins,pending,565,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0544.tar.gz,5ef2a5c6fae1271a05c2b550964126791de16472396c0f28d9624c99235d668d,1104693,true,true,0.9726332860195859,true,324.64495,28.247
id_test_0510,id_test,6.945622,4,4.687378,2.341048,1.084343,37.261974,uniform_fins,pending,566,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0510.tar.gz,cbb0b1b9b1db596873f66f0e913811cd9087862a2e3aef24b723b4b13abb1953,1043242,true,true,0.9507833700562324,true,388.62891,30.650
id_test_0506,id_test,7.529728,5,3.096507,3.945052,0.923235,39.063228,uniform_fins,pending,567,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0506.tar.gz,95ae588e472cd98776bd3b2fc037f775a72eb016e35b6eeacc226cac11873814,1072235,true,true,0.9971045642418931,true,358.51986,48.612
id_test_0527,id_test,4.594091,6,3.243004,2.077733,0.815405,28.374795,uniform_fins,pending,568,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0527.tar.gz,2ec35769ea4c7f3a1c914a93e427597b7dd496cc69b9c9104771bbcf924af4b3,883043,true,true,0.9956155113581575,true,336.91458,22.118
id_test_0598,id_test,8.120891,7,2.987863,5.440149,0.73955,44.978661,uniform_fins,pending,569,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0598.tar.gz,1c6f6c2e36053ab195b9e324f1967125916faad7bf796842021cf88e57bf20ca,1273414,true,true,0.9993092751283502,true,365.42444,84.992
id_test_0559,id_test,8.434588,8,2.00431,4.346834,0.242282,8.880096,uniform_fins,pending,570,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0559.tar.gz,420f33ca4679c5a61407a637e634029e3fcf15a4c0103c2adbb5cf4f8349cee2,1236107,true,true,0.9998138527129057,true,315.10666,37.162
id_test_0560,id_test,9.139883,4,3.44916,2.46645,1.073687,39.458248,uniform_fins,pending,571,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0560.tar.gz,abe951b6d0205816091d29a9b6ca2f13a316e1f698afca87d9f1a655466416d8,1181355,true,true,0.9995621904242619,true,376.23301,63.956
id_test_0521,id_test,5.442289,5,2.196777,4.064651,0.51409,22.594546,uniform_fins,pending,572,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0521.tar.gz,47bd3c6b7f5dd6cac4f82cc34892c5be520d85dcc5fad37f69a58e3f24e8e5d3,792056,true,true,0.9997398950051867,true,321.53154,16.746
id_test_0582,id_test,9.084044,6,4.466097,2.3275,0.963129,37.965424,uniform_fins,pending,573,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0582.tar.gz,e83a2a44a9d81362895ddeba7315d95784d3131bed2357f108ba43cc6f60565b,1409930,true,true,1.5399209636692914,true,394.28418,196.119
id_test_0563,id_test,9.440825,7,4.355703,3.568929,0.530863,25.849122,uniform_fins,pending,574,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0563.tar.gz,8e613ab9b4adac123efb8742821a602fb90dd71b84f64bd4b51b0726b296ee88,1642390,true,true,1.0131762826958552,true,374.90762,214.996
id_test_0524,id_test,6.704528,8,3.055585,3.7427,0.534567,17.576957,uniform_fins,pending,575,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0524.tar.gz,3778538063b1ffd2958c3eda2f67eea217daa04228a2950ff23a239568f82e3e,1365333,true,true,0.9997660419137003,true,324.98228,45.597
id_test_0570,id_test,6.956713,4,5.067287,3.482665,0.64633,38.955444,uniform_fins,pending,576,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0570.tar.gz,081bcdf54ff04df7feeefabaa178f19d3b963e81f8299de1e7ca2b9304310ab7,1136163,true,true,0.9426709264039349,true,406.55168,29.592
id_test_0586,id_test,9.282321,5,5.206539,3.231778,1.240433,46.911347,uniform_fins,pending,577,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0586.tar.gz,bb73b770b739dfdf83217b72db644071eb9cc8851ccead0cf16569af94543f46,1480398,true,true,0.9670046085053986,true,433.16539,84.790
id_test_0507,id_test,6.631508,6,2.244992,2.396127,0.797417,39.659944,uniform_fins,pending,578,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0507.tar.gz,4043dea841160468d7b8d82d0e04e05fed959e3c75b7241a5c4259d3050e6292,999290,true,true,0.9997112691535894,true,351.50722,33.952
id_test_0508,id_test,4.958077,7,2.11098,5.754016,0.281585,42.015312,uniform_fins,pending,579,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0508.tar.gz,a0d6916807a92775748e9de529fb3b9628fd8a324ff700217b6f3edad223cb08,886485,true,true,0.9998886824626951,true,343.04013,14.375
id_test_0534,id_test,4.734625,8,2.883078,3.907444,1.22449,44.395253,uniform_fins,pending,580,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0534.tar.gz,ebf24cf6491d9194a2f0720765ee8bd2dfc66d47010ef21bea013adcbd8a4157,1201997,true,true,0.9407811492023621,true,360.03104,28.514
id_test_0585,id_test,6.263701,4,2.080208,4.10645,0.471643,34.082059,uniform_fins,pending,581,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0585.tar.gz,1cf173900d7b631b175e049fc198a3e9ee656468a74c85a76e17817337c04290,733472,true,true,0.9998173072084378,true,337.19725,17.605
id_test_0541,id_test,4.039678,5,2.198714,4.30014,0.757197,44.888802,uniform_fins,pending,582,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0541.tar.gz,bf5f518e96862ca1536b274e0b44c9190a1e3cbf4805650c0a38818308cf8e36,640956,true,true,0.9997424524858455,true,342.06862,18.376
id_test_0522,id_test,5.171617,6,3.715825,4.297089,0.46576,48.14107,uniform_fins,pending,583,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0522.tar.gz,ea530a6e350169a9368950a21037f78157b74f1ad5faa11314b9e2e72a926a7f,1074280,true,true,0.9607995617906625,true,385.06289,27.787
id_test_0583,id_test,4.468497,7,2.269795,2.013664,0.751664,46.321842,uniform_fins,pending,584,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0583.tar.gz,d4dbb23b7bac1fab3b5efd5d0014dda14ed50588eb7c9be3b575239ed5386795,867663,true,true,0.9999231247063054,true,344.63292,14.308
id_test_0554,id_test,5.972202,8,3.512798,3.06419,0.588879,24.591138,uniform_fins,pending,585,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0554.tar.gz,60682b73e241d481a1d33f4cdfd5530e802f50eef9540c29eba5faa6c280fc0f,1394700,true,true,0.9916802505667531,true,339.27032,37.638
id_test_0525,id_test,9.551071,4,4.991639,5.74947,0.204504,22.129604,uniform_fins,pending,586,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0525.tar.gz,d8c39eba42c11799db5a977350ebea90f581e9ef7ada3f77cb6d27af832187f4,1355975,true,true,0.9996190858430177,true,365.04487,77.001
id_test_0511,id_test,7.629614,5,2.844468,5.163941,0.536451,41.485656,uniform_fins,pending,587,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0511.tar.gz,9a237be2fec7a8ec1485c437b43176c19e3698b727646e715a81b8ce6a14e1c0,1053285,true,true,0.9997588567066357,true,361.78522,40.226
id_test_0587,id_test,7.406712,6,5.146623,3.560331,0.259821,29.061118,uniform_fins,pending,588,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0587.tar.gz,92c9535074cdc13f7ea075191722f6d61fcd128bad574b2c40895fbb9917cd68,1436381,true,true,0.9947389578242716,true,374.02178,43.986
id_test_0528,id_test,5.807948,7,2.86512,4.046111,0.286332,39.961078,uniform_fins,pending,589,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0528.tar.gz,08f89665355f9256b9b3a649465d7422a0059050d489e1c228c05ded3eabd66c,1079299,true,true,0.9998866687290041,true,354.97554,21.596
id_test_0509,id_test,5.024987,8,3.03101,2.727586,0.467795,20.887469,uniform_fins,pending,590,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0509.tar.gz,21d1be2552191ee8b6c557abfb1cf1796b8e918de081e5cf497aa35fa3a38d2c,1230743,true,true,0.9998266164196551,true,326.23674,27.562
id_test_0500,id_test,6.983098,4,2.06243,5.296718,0.377652,38.821636,uniform_fins,pending,591,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0500.tar.gz,9f854ab897a415f32272dfa31b22e76805632142038a9a0a0b95ed658c445af3,802403,true,true,0.9997871062181592,true,345.86487,21.609
id_test_0591,id_test,6.735473,5,2.603203,2.281731,0.352474,35.588282,uniform_fins,pending,592,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0591.tar.gz,20007b1814a022663065f2dcbeaec422b9744dd5cf7f56c95007521b9d6370a7,946997,true,true,0.9997693418191135,true,374.42873,24.526
id_test_0502,id_test,8.794113,6,3.379578,3.350536,0.312325,34.888759,uniform_fins,pending,593,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0502.tar.gz,cd2a62f5b37954c88858006a5760d4accae89bbae75c2f3915c823ac04b4f4a4,1289664,true,true,0.9997474585089835,true,387.18651,40.971
id_test_0578,id_test,7.51163,7,3.557118,2.054753,0.497053,36.81358,uniform_fins,pending,594,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0578.tar.gz,65afbd3fc0a0a889d20adfab04ca11a5ee970e36c5afdefe8b9d02a2f220e05b,1339737,true,true,0.999933557779241,true,388.15502,41.198
id_test_0535,id_test,4.004262,4,2.44848,3.520262,0.565946,49.0507,uniform_fins,pending,596,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0535.tar.gz,361acb610aecff95ed06410fb82a2026498266003b288dff73abdf20f5275c22,640680,true,true,0.9997524604944529,true,352.23165,14.006
id_test_0571,id_test,6.677198,5,2.263455,2.358174,0.248907,33.355541,uniform_fins,pending,597,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0571.tar.gz,df5709fce4d4ea6e2c02e3130730f0273dda3685a9672d4014580979ac4e633f,932068,true,true,0.9997762026901102,true,367.46113,20.067
