case_id,pool,h_ch,n_fin,h_fin,d_in,u_in,q_w,geometry_family,solver_status
id_test_0521,id_test,5.442289,5,2.196777,4.064651,0.51409,22.594546,uniform_fins,pending
id_test_0582,id_test,9.084044,6,4.466097,2.3275,0.963129,37.965424,uniform_fins,pending
id_test_0563,id_test,9.440825,7,4.355703,3.568929,0.530863,25.849122,uniform_fins,pending
id_test_0524,id_test,6.704528,8,3.055585,3.7427,0.534567,17.576957,uniform_fins,pending
id_test_0570,id_test,6.956713,4,5.067287,3.482665,0.64633,38.955444,uniform_fins,pending
id_test_0586,id_test,9.282321,5,5.206539,3.231778,1.240433,46.911347,uniform_fins,pending
id_test_0507,id_test,6.631508,6,2.244992,2.396127,0.797417,39.659944,uniform_fins,pending
id_test_0508,id_test,4.958077,7,2.11098,5.754016,0.281585,42.015312,uniform_fins,pending
id_test_0534,id_test,4.734625,8,2.883078,3.907444,1.22449,44.395253,uniform_fins,pending
id_test_0585,id_test,6.263701,4,2.080208,4.10645,0.471643,34.082059,uniform_fins,pending
id_test_0541,id_test,4.039678,5,2.198714,4.30014,0.757197,44.888802,uniform_fins,pending
id_test_0522,id_test,5.171617,6,3.715825,4.297089,0.46576,48.14107,uniform_fins,pending
id_test_0583,id_test,4.468497,7,2.269795,2.013664,0.751664,46.321842,uniform_fins,pending
id_test_0554,id_test,5.972202,8,3.512798,3.06419,0.588879,24.591138,uniform_fins,pending
id_test_0525,id_test,9.551071,4,4.991639,5.74947,0.204504,22.129604,uniform_fins,pending
id_test_0511,id_test,7.629614,5,2.844468,5.163941,0.536451,41.485656,uniform_fins,pending
id_test_0587,id_test,7.406712,6,5.146623,3.560331,0.259821,29.061118,uniform_fins,pending
id_test_0528,id_test,5.807948,7,2.86512,4.046111,0.286332,39.961078,uniform_fins,pending
id_test_0509,id_test,5.024987,8,3.03101,2.727586,0.467795,20.887469,uniform_fins,pending
id_test_0500,id_test,6.983098,4,2.06243,5.296718,0.377652,38.821636,uniform_fins,pending
id_test_0591,id_test,6.735473,5,2.603203,2.281731,0.352474,35.588282,uniform_fins,pending
id_test_0502,id_test,8.794113,6,3.379578,3.350536,0.312325,34.888759,uniform_fins,pending
id_test_0578,id_test,7.51163,7,3.557118,2.054753,0.497053,36.81358,uniform_fins,pending
id_test_0569,id_test,8.119583,8,5.330236,5.044326,0.487578,45.339855,uniform_fins,pending
id_test_0535,id_test,4.004262,4,2.44848,3.520262,0.565946,49.0507,uniform_fins,pending
id_test_0571,id_test,6.677198,5,2.263455,2.358174,0.248907,33.355541,uniform_fins,pending
id_test_0577,id_test,7.879471,6,3.254201,3.603363,0.267921,33.624148,uniform_fins,pending
id_test_0558,id_test,7.550569,7,4.529962,2.370302,0.288027,25.921296,uniform_fins,pending
id_test_0594,id_test,8.519941,8,5.799426,2.147487,0.301637,34.211472,uniform_fins,pending
ood_test_0037,ood_test,6.09615,10,3.610571,7.114992,0.580071,21.209192,uniform_fins,pending
ood_test_0145,ood_test,8.396117,10,4.293603,7.291005,1.153538,8.412332,uniform_fins,pending
ood_test_0067,ood_test,4.028139,10,2.705655,7.136975,1.221969,5.54258,uniform_fins,pending
ood_test_0091,ood_test,4.510894,10,3.169388,0.823271,0.890223,23.635187,uniform_fins,pending
ood_test_0001,ood_test,5.065449,10,3.421152,0.972099,0.300804,6.145465,uniform_fins,pending
ood_test_0055,ood_test,9.5873,10,2.492354,0.945048,1.102433,13.335203,uniform_fins,pending
ood_test_0079,ood_test,7.030902,10,5.09848,0.722011,1.485359,40.372158,uniform_fins,pending
ood_test_0016,ood_test,12.03343,10,3.608056,5.570099,1.194589,24.078777,uniform_fins,pending
ood_test_0058,ood_test,11.540036,10,2.972292,5.080426,1.205713,9.232396,uniform_fins,pending
ood_test_0004,ood_test,11.707474,10,4.855156,4.216275,0.962978,6.804483,uniform_fins,pending
ood_test_0100,ood_test,12.070863,10,2.342303,3.078089,1.492375,14.133186,uniform_fins,pending
ood_test_0035,ood_test,7.556243,12,2.627282,7.11452,1.431905,29.646492,uniform_fins,pending
ood_test_0113,ood_test,7.042716,12,3.410859,7.444519,1.428653,6.228521,uniform_fins,pending
ood_test_0119,ood_test,5.92996,12,3.728519,0.761601,0.841649,11.632761,uniform_fins,pending
ood_test_0089,ood_test,8.132846,12,5.700486,0.840024,0.999646,26.465081,uniform_fins,pending
ood_test_0146,ood_test,12.311656,12,3.243654,4.716895,0.95648,17.258398,uniform_fins,pending
ood_test_0074,ood_test,12.051699,12,3.443761,5.42144,1.181774,8.191639,uniform_fins,pending
ood_test_0093,ood_test,4.727612,3,2.328204,7.246258,1.312629,37.363146,uniform_fins,pending
ood_test_0081,ood_test,9.019871,3,3.328583,7.465793,1.340463,25.941011,uniform_fins,pending
ood_test_0069,ood_test,7.609324,3,5.406668,7.536737,1.418655,30.006604,uniform_fins,pending
ood_test_0057,ood_test,4.094959,3,2.123825,0.904365,0.807069,11.567758,uniform_fins,pending
ood_test_0117,ood_test,8.518052,3,5.294689,0.624825,0.375952,13.897746,uniform_fins,pending
ood_test_0147,ood_test,8.658837,3,5.922938,0.822884,0.261535,41.851088,uniform_fins,pending
ood_test_0072,ood_test,12.168219,3,4.968201,5.700146,0.685951,15.096924,uniform_fins,pending
ood_test_0036,ood_test,11.645425,3,2.425294,3.21818,1.457352,5.691779,uniform_fins,pending
ood_test_0006,ood_test,11.881125,3,2.199596,4.980642,0.740422,14.778799,uniform_fins,pending
ood_test_0061,ood_test,5.141547,10,2.303452,7.39694,1.094275,16.158483,uniform_fins,pending
ood_test_0085,ood_test,6.74179,10,2.437301,7.509428,0.940538,7.994804,uniform_fins,pending
ood_test_0121,ood_test,5.806591,10,3.425269,0.910042,0.353129,20.276423,uniform_fins,pending
ood_test_0097,ood_test,9.609706,10,4.627233,0.832226,0.238386,9.180307,uniform_fins,pending
ood_test_0031,ood_test,9.469511,10,2.992975,0.881715,1.064311,16.748165,uniform_fins,pending
ood_test_0007,ood_test,9.201107,10,3.944843,0.721479,1.367483,39.392663,uniform_fins,pending
ood_test_0022,ood_test,11.620155,10,3.747175,5.57813,1.389273,33.264032,uniform_fins,pending
ood_test_0130,ood_test,11.549815,10,5.097579,3.83846,1.407967,17.313362,uniform_fins,pending
ood_test_0112,ood_test,11.971687,10,3.806984,4.483183,0.603725,10.638953,uniform_fins,pending
ood_test_0052,ood_test,11.992052,10,5.400082,4.138454,1.455827,36.478901,uniform_fins,pending
ood_test_0065,ood_test,9.719594,12,3.814377,7.57039,0.685064,20.386404,uniform_fins,pending
ood_test_0041,ood_test,5.365844,12,2.45495,7.565172,1.231645,9.760682,uniform_fins,pending
ood_test_0101,ood_test,6.184587,12,3.386114,0.653842,1.269391,20.639249,uniform_fins,pending
ood_test_0143,ood_test,7.103582,12,5.205452,0.58911,1.25045,46.544783,uniform_fins,pending
ood_test_0086,ood_test,12.344439,12,2.78897,5.053433,0.749012,16.040637,uniform_fins,pending
ood_test_0050,ood_test,12.30553,12,2.229142,5.002627,1.012872,7.436251,uniform_fins,pending
ood_test_0063,ood_test,5.289588,3,2.836863,7.310642,1.175475,40.852595,uniform_fins,pending
ood_test_0099,ood_test,5.562133,3,3.206034,7.485971,1.089671,42.990189,uniform_fins,pending
ood_test_0129,ood_test,8.414564,3,4.003502,7.551278,0.511838,47.998184,uniform_fins,pending
ood_test_0045,ood_test,5.900774,3,2.317493,0.689038,1.397818,15.303723,uniform_fins,pending
ood_test_0105,ood_test,4.056961,3,2.266132,0.626794,0.91277,36.624704,uniform_fins,pending
ood_test_0138,ood_test,12.253948,3,4.843213,4.408362,0.547262,10.945282,uniform_fins,pending
ood_test_0090,ood_test,12.345292,3,4.269221,3.878962,1.301819,10.032032,uniform_fins,pending
ood_test_0054,ood_test,12.34646,3,3.220702,2.156094,1.275898,18.633253,uniform_fins,pending
ood_test_0013,ood_test,5.963133,10,2.104934,7.080992,1.119755,27.8887,uniform_fins,pending
ood_test_0139,ood_test,7.844609,10,4.525644,7.301762,1.066788,31.087859,uniform_fins,pending
ood_test_0133,ood_test,4.998791,10,3.627757,0.56812,1.020477,46.796141,uniform_fins,pending
ood_test_0025,ood_test,5.61081,10,3.220326,0.414862,1.28489,22.400773,uniform_fins,pending
ood_test_0019,ood_test,7.595792,10,3.546355,0.416949,1.323756,39.953483,uniform_fins,pending
ood_test_0010,ood_test,12.011537,10,4.79655,2.669485,1.383677,12.846611,uniform_fins,pending
ood_test_0064,ood_test,12.035332,10,2.719925,4.116123,0.596637,10.30792,uniform_fins,pending
ood_test_0106,ood_test,12.105029,10,5.954229,3.231973,1.329507,44.311972,uniform_fins,pending
ood_test_0059,ood_test,4.933282,12,3.160058,7.103883,0.669469,18.396309,uniform_fins,pending
ood_test_0017,ood_test,8.751917,12,5.263002,7.080954,1.038332,12.057013,uniform_fins,pending
ood_test_0107,ood_test,7.769078,12,4.429596,0.921906,0.435687,25.521207,uniform_fins,pending
ood_test_0047,ood_test,9.240967,12,2.923378,0.450329,0.457494,43.380972,uniform_fins,pending
ood_test_0128,ood_test,11.994411,12,2.875882,4.676003,0.896845,24.240607,uniform_fins,pending
ood_test_0092,ood_test,11.724918,12,5.798742,5.632043,1.47033,19.806761,uniform_fins,pending
ood_test_0075,ood_test,6.559069,3,4.564074,7.070935,0.468484,30.26213,uniform_fins,pending
ood_test_0141,ood_test,9.310986,3,2.157373,7.402487,0.759105,43.819798,uniform_fins,pending
ood_test_0135,ood_test,7.993371,3,4.877717,7.430109,0.294315,32.987001,uniform_fins,pending
ood_test_0021,ood_test,5.017247,3,3.478843,0.877973,0.802573,35.039404,uniform_fins,pending
ood_test_0123,ood_test,4.834308,3,2.239121,0.648421,0.53509,48.689269,uniform_fins,pending
ood_test_0120,ood_test,11.890442,3,2.946546,3.788551,1.162985,22.215767,uniform_fins,pending
ood_test_0132,ood_test,12.261714,3,5.820307,5.307323,1.226915,17.650997,uniform_fins,pending
ood_test_0000,ood_test,12.111665,3,2.127552,5.827276,0.815451,41.009449,uniform_fins,pending
ood_test_0109,ood_test,4.332027,10,2.789494,7.136042,1.117769,44.98673,uniform_fins,pending
ood_test_0043,ood_test,8.915707,10,5.007214,7.089052,0.624809,38.490202,uniform_fins,pending
ood_test_0115,ood_test,4.601487,10,2.792774,0.623727,1.296759,42.187758,uniform_fins,pending
ood_test_0076,ood_test,12.276867,10,4.046062,5.860835,1.198882,31.123059,uniform_fins,pending
ood_test_0094,ood_test,12.263718,10,4.140123,5.737172,0.473006,13.620755,uniform_fins,pending
ood_test_0040,ood_test,12.316893,10,3.047417,5.350645,0.203431,15.730088,uniform_fins,pending
ood_test_0083,ood_test,8.104149,12,2.350204,7.499928,0.557371,48.938601,uniform_fins,pending
ood_test_0011,ood_test,5.770078,12,3.882861,7.527753,1.137639,11.033478,uniform_fins,pending
ood_test_0137,ood_test,4.446442,12,2.096269,0.75566,0.641486,36.030004,uniform_fins,pending
ood_test_0053,ood_test,4.708829,12,2.628739,0.489822,0.254182,47.403046,uniform_fins,pending
ood_test_0122,ood_test,11.781658,12,4.47448,5.243384,1.150351,37.516404,uniform_fins,pending
ood_test_0056,ood_test,11.539115,12,3.521334,5.016158,0.33982,5.019022,uniform_fins,pending
ood_test_0015,ood_test,5.84148,3,2.847937,7.26301,0.772708,44.601502,uniform_fins,pending
ood_test_0051,ood_test,6.490239,3,2.918774,0.635996,0.709731,25.363381,uniform_fins,pending
ood_test_0024,ood_test,11.876681,3,2.24505,4.474053,0.24563,6.628882,uniform_fins,pending
ood_test_0042,ood_test,12.34746,3,4.250116,5.923914,0.986643,21.93571,uniform_fins,pending
ood_test_0084,ood_test,11.743781,3,3.068366,4.555644,0.666366,49.493337,uniform_fins,pending
ood_test_0103,ood_test,6.611177,10,4.66527,7.555153,0.414941,47.244233,uniform_fins,pending
ood_test_0073,ood_test,7.135368,10,2.91689,0.693478,0.280529,12.284403,uniform_fins,pending
ood_test_0148,ood_test,11.8979,10,4.37669,2.763499,0.788684,14.320829,uniform_fins,pending
ood_test_0028,ood_test,12.226062,10,4.12918,2.988571,1.375887,23.328524,uniform_fins,pending
ood_test_0070,ood_test,12.169814,10,3.199646,2.127073,0.362077,12.569268,uniform_fins,pending
ood_test_0023,ood_test,5.500003,12,2.623214,7.078021,0.41855,34.072336,uniform_fins,pending
ood_test_0029,ood_test,8.525336,12,5.082703,7.523791,1.443579,35.404746,uniform_fins,pending
ood_test_0038,ood_test,11.882043,12,5.585483,3.460498,1.246014,34.322068,uniform_fins,pending
ood_test_0068,ood_test,12.353322,12,5.745495,3.978572,1.47936,24.645195,uniform_fins,pending
ood_test_0009,ood_test,6.131372,3,2.916029,7.281711,0.481783,45.801494,uniform_fins,pending
ood_test_0039,ood_test,9.154634,3,3.485969,0.67537,0.589989,26.059176,uniform_fins,pending
ood_test_0066,ood_test,11.594829,3,4.697734,4.794704,0.620822,19.538651,uniform_fins,pending
ood_test_0030,ood_test,11.71095,3,2.558212,2.039867,0.971626,8.747299,uniform_fins,pending
ood_test_0048,ood_test,12.236521,3,4.925138,2.890222,0.309967,40.469896,uniform_fins,pending
ood_test_0049,ood_test,7.367472,10,4.084291,0.559209,0.735113,36.993234,uniform_fins,pending
ood_test_0118,ood_test,12.028328,10,5.446823,2.787907,0.922879,29.095791,uniform_fins,pending
ood_test_0124,ood_test,11.799517,10,2.43826,2.086995,1.264311,19.297062,uniform_fins,pending
ood_test_0136,ood_test,12.001602,10,2.037477,3.481348,0.498037,37.869546,uniform_fins,pending
ood_test_0071,ood_test,9.50692,12,5.896683,7.167756,0.276905,7.38492,uniform_fins,pending
ood_test_0008,ood_test,11.661215,12,3.563318,4.921117,0.696215,30.780817,uniform_fins,pending
ood_test_0032,ood_test,11.732608,12,5.975193,4.049318,1.135713,33.605502,uniform_fins,pending
ood_test_0003,ood_test,5.440008,3,2.325415,0.668469,0.765717,42.694828,uniform_fins,pending
ood_test_0108,ood_test,11.605727,3,5.570796,2.936335,0.952301,18.924044,uniform_fins,pending
ood_test_0114,ood_test,12.003957,3,2.757422,2.617416,1.347127,29.338249,uniform_fins,pending
ood_test_0127,ood_test,4.145471,10,2.314203,0.788467,0.332076,28.901988,uniform_fins,pending
ood_test_0046,ood_test,11.557906,10,3.575951,3.739804,0.934198,42.430485,uniform_fins,pending
ood_test_0034,ood_test,12.074681,10,3.863157,4.940698,0.645588,28.276981,uniform_fins,pending
ood_test_0142,ood_test,11.743307,10,4.956449,2.486938,0.855118,47.636898,uniform_fins,pending
ood_test_0125,ood_test,9.070133,12,3.772939,7.399314,0.528795,21.101697,uniform_fins,pending
ood_test_0020,ood_test,11.770239,12,5.020491,3.863699,0.993505,34.488954,uniform_fins,pending
ood_test_0140,ood_test,12.156709,12,5.177098,4.023214,0.877211,31.887507,uniform_fins,pending
ood_test_0033,ood_test,5.352662,3,2.947177,0.89207,0.569253,43.599333,uniform_fins,pending
ood_test_0144,ood_test,11.564876,3,4.320374,4.103607,1.354819,41.524718,uniform_fins,pending
ood_test_0012,ood_test,12.05593,3,3.373469,4.592823,0.797152,45.36772,uniform_fins,pending
ood_test_0088,ood_test,11.903336,10,3.277966,4.208695,0.544562,23.198805,uniform_fins,pending
ood_test_0005,ood_test,7.297944,12,5.022635,7.566115,0.829662,38.688204,uniform_fins,pending
ood_test_0110,ood_test,11.703262,12,3.980113,3.62187,0.397234,17.973982,uniform_fins,pending
ood_test_0044,ood_test,12.250698,12,2.061576,4.622711,0.615462,31.547221,uniform_fins,pending
ood_test_0111,ood_test,6.851964,3,4.681559,0.507508,0.44611,25.074815,uniform_fins,pending
ood_test_0018,ood_test,11.846454,3,5.046379,4.758285,0.833007,34.800005,uniform_fins,pending
ood_test_0078,ood_test,11.633,3,4.574372,3.393089,1.028304,48.398209,uniform_fins,pending
ood_test_0082,ood_test,12.262952,10,4.665631,2.025375,0.867395,21.79612,uniform_fins,pending
ood_test_0095,ood_test,7.661219,12,3.834308,7.495316,0.86197,45.693159,uniform_fins,pending
ood_test_0062,ood_test,11.577323,12,2.319816,5.361006,0.40042,27.177813,uniform_fins,pending
ood_test_0002,ood_test,12.058952,12,4.436709,3.581064,1.049447,49.881613,uniform_fins,pending
ood_test_0027,ood_test,4.872936,3,2.043961,0.422662,0.432817,22.727815,uniform_fins,pending
ood_test_0060,ood_test,11.593321,3,5.541343,4.376674,0.714255,35.805094,uniform_fins,pending
ood_test_0126,ood_test,12.041653,3,2.013596,2.375256,0.728372,28.424576,uniform_fins,pending
ood_test_0131,ood_test,8.825223,12,3.338166,7.18054,0.518424,32.4853,uniform_fins,pending
ood_test_0014,ood_test,12.214887,12,5.203236,2.334826,0.490206,16.547924,uniform_fins,pending
ood_test_0080,ood_test,12.290039,12,5.137667,2.059565,1.075456,38.029428,uniform_fins,pending
ood_test_0087,ood_test,4.306822,3,3.020996,0.455292,0.657773,44.199038,uniform_fins,pending
ood_test_0096,ood_test,11.587943,3,2.729407,2.235212,1.0489,27.749845,uniform_fins,pending
ood_test_0102,ood_test,11.754321,3,2.375564,2.554481,0.907484,49.215749,uniform_fins,pending
ood_test_0077,ood_test,9.188826,12,3.917344,7.083377,0.325682,26.832533,uniform_fins,pending
ood_test_0134,ood_test,11.854902,12,5.633769,3.095649,0.217294,27.462351,uniform_fins,pending
ood_test_0116,ood_test,12.199659,12,4.68688,4.50802,0.384846,32.263502,uniform_fins,pending
ood_test_0149,ood_test,4.279108,12,2.24377,7.203602,0.319867,39.757345,uniform_fins,pending
ood_test_0098,ood_test,11.796945,12,4.057886,5.104251,0.232256,39.199829,uniform_fins,pending
ood_test_0104,ood_test,12.277809,12,5.887289,3.267038,0.372224,46.225421,uniform_fins,pending
ood_test_0026,ood_test,12.321915,12,3.513277,2.413166,0.222357,32.678846,uniform_fins,pending
ood_fresh_0015,ood_fresh,6.742903,3,3.703181,7.349424,1.469389,19.593372,uniform_fins,pending
ood_fresh_0033,ood_fresh,7.90277,3,4.591528,7.467373,0.632919,5.222002,uniform_fins,pending
ood_fresh_0085,ood_fresh,9.315688,10,3.617286,7.070586,1.26408,7.48453,uniform_fins,pending
ood_fresh_0011,ood_fresh,5.551035,12,3.593414,7.334984,1.322245,17.439504,uniform_fins,pending
ood_fresh_0065,ood_fresh,8.288743,12,3.882039,7.336143,1.204571,44.509377,uniform_fins,pending
ood_fresh_0069,ood_fresh,9.454702,3,5.189855,0.948081,0.390847,9.247172,uniform_fins,pending
ood_fresh_0003,ood_fresh,6.811002,3,2.166319,0.911984,0.803119,10.732637,uniform_fins,pending
ood_fresh_0051,ood_fresh,9.701696,3,2.61527,0.435773,1.167822,6.23705,uniform_fins,pending
ood_fresh_0077,ood_fresh,4.496907,12,3.337029,0.719961,0.820212,12.546577,uniform_fins,pending
ood_fresh_0059,ood_fresh,7.359976,12,5.369405,0.700443,1.423693,13.365638,uniform_fins,pending
ood_fresh_0018,ood_fresh,11.851113,3,2.337668,4.428334,1.433326,23.137231,uniform_fins,pending
ood_fresh_0024,ood_fresh,12.265732,3,5.094595,5.825517,0.733478,5.728064,uniform_fins,pending
ood_fresh_0042,ood_fresh,12.185656,3,3.30027,2.233953,1.103613,22.980022,uniform_fins,pending
ood_fresh_0044,ood_fresh,12.061692,12,2.400601,4.999859,0.922244,15.45733,uniform_fins,pending
ood_fresh_0002,ood_fresh,11.849743,12,2.500497,2.773509,1.451251,11.182283,uniform_fins,pending
ood_fresh_0063,ood_fresh,7.037644,3,2.669291,7.297119,0.858744,34.49137,uniform_fins,pending
ood_fresh_0087,ood_fresh,8.527264,3,3.655419,7.389144,1.157771,20.079927,uniform_fins,pending
ood_fresh_0049,ood_fresh,6.220082,10,2.09454,7.419212,1.387063,35.649929,uniform_fins,pending
ood_fresh_0053,ood_fresh,5.746158,12,2.914304,7.237486,0.985301,22.16106,uniform_fins,pending
ood_fresh_0083,ood_fresh,6.046397,12,4.125812,7.135158,1.492886,47.66874,uniform_fins,pending
ood_fresh_0045,ood_fresh,9.587285,3,4.503357,0.578476,1.293078,19.231823,uniform_fins,pending
ood_fresh_0037,ood_fresh,6.398438,10,2.656227,0.765066,1.03915,15.844353,uniform_fins,pending
ood_fresh_0007,ood_fresh,7.136567,10,2.655142,0.808242,0.580309,39.595242,uniform_fins,pending
ood_fresh_0035,ood_fresh,6.106054,12,3.555995,0.763869,1.085632,29.361825,uniform_fins,pending
ood_fresh_0089,ood_fresh,9.05572,12,4.6858,0.713635,1.4786,49.668648,uniform_fins,pending
ood_fresh_0030,ood_fresh,11.645771,3,5.491372,4.399015,1.405824,27.5495,uniform_fins,pending
ood_fresh_0006,ood_fresh,11.630479,3,3.076598,2.021298,1.335834,14.049038,uniform_fins,pending
ood_fresh_0022,ood_fresh,11.999816,10,4.917412,2.142636,1.355134,10.004617,uniform_fins,pending
ood_fresh_0070,ood_fresh,11.626418,10,3.125681,2.866607,0.494607,7.738779,uniform_fins,pending
ood_fresh_0014,ood_fresh,12.156635,12,2.018736,4.001861,1.063117,14.818929,uniform_fins,pending
ood_fresh_0039,ood_fresh,4.814046,3,2.684837,7.393838,0.666502,18.08738,uniform_fins,pending
ood_fresh_0067,ood_fresh,5.929444,10,2.73773,7.410609,1.35791,33.423197,uniform_fins,pending
ood_fresh_0041,ood_fresh,7.528667,12,4.539402,7.192885,0.479775,13.610741,uniform_fins,pending
ood_fresh_0023,ood_fresh,7.543314,12,4.27179,7.123889,0.461993,36.050538,uniform_fins,pending
ood_fresh_0009,ood_fresh,5.455536,3,2.658543,0.733329,0.339555,9.814327,uniform_fins,pending
ood_fresh_0075,ood_fresh,7.44467,3,5.24062,0.598722,0.655022,42.777562,uniform_fins,pending
ood_fresh_0019,ood_fresh,4.045976,10,2.060132,0.845096,0.381654,33.965526,uniform_fins,pending
ood_fresh_0047,ood_fresh,4.725898,12,3.084154,0.676422,0.571145,46.956952,uniform_fins,pending
ood_fresh_0054,ood_fresh,11.679768,3,4.151211,5.665805,0.550449,16.022118,uniform_fins,pending
ood_fresh_0066,ood_fresh,12.039806,3,2.92414,2.950746,1.21842,21.01321,uniform_fins,pending
ood_fresh_0048,ood_fresh,12.198743,3,4.743581,3.649266,0.894715,48.887061,uniform_fins,pending
ood_fresh_0026,ood_fresh,11.728788,12,2.674015,5.551712,0.939623,28.308689,uniform_fins,pending
ood_fresh_0086,ood_fresh,11.743218,12,5.952822,2.643005,0.686532,8.083417,uniform_fins,pending
ood_fresh_0001,ood_fresh,8.344883,10,2.885824,7.099898,1.299104,32.213429,uniform_fins,pending
ood_fresh_0027,ood_fresh,8.597681,3,4.594382,7.497288,0.263433,28.854721,uniform_fins,pending
ood_fresh_0071,ood_fresh,4.999576,12,2.780619,7.034665,1.252925,43.042807,uniform_fins,pending
ood_fresh_0005,ood_fresh,8.606858,12,5.217134,7.346235,0.361431,34.606242,uniform_fins,pending
ood_fresh_0081,ood_fresh,6.911766,3,3.08067,0.508836,1.283136,26.921546,uniform_fins,pending
ood_fresh_0031,ood_fresh,4.321332,10,3.05765,0.946493,1.010442,31.806078,uniform_fins,pending
ood_fresh_0060,ood_fresh,12.003979,3,5.269529,4.272559,1.375159,31.277393,uniform_fins,pending
ood_fresh_0084,ood_fresh,11.940069,3,2.063991,3.262105,0.969926,45.282501,uniform_fins,pending
ood_fresh_0028,ood_fresh,12.177201,10,2.281582,4.890742,1.137672,43.941772,uniform_fins,pending
ood_fresh_0088,ood_fresh,12.007025,10,5.052101,4.683608,0.634324,30.071099,uniform_fins,pending
ood_fresh_0056,ood_fresh,11.846152,12,5.00177,5.984543,0.43741,12.180319,uniform_fins,pending
ood_fresh_0061,ood_fresh,5.975663,10,4.456985,7.374903,0.871439,26.458238,uniform_fins,pending
ood_fresh_0029,ood_fresh,8.257556,12,3.415732,7.248933,0.231907,40.098188,uniform_fins,pending
ood_fresh_0021,ood_fresh,9.220555,3,5.443167,0.911026,0.758252,32.572318,uniform_fins,pending
ood_fresh_0013,ood_fresh,5.07297,10,2.329275,0.818832,0.295023,20.768385,uniform_fins,pending
ood_fresh_0000,ood_fresh,11.895816,3,4.1834,4.325445,0.956919,23.971437,uniform_fins,pending
ood_fresh_0072,ood_fresh,11.808554,3,5.795372,2.430692,0.544069,21.579684,uniform_fins,pending
ood_fresh_0046,ood_fresh,11.668316,10,3.768512,3.736531,1.236081,42.230046,uniform_fins,pending
ood_fresh_0038,ood_fresh,11.739144,12,5.151559,3.507309,0.429962,16.911523,uniform_fins,pending
ood_fresh_0008,ood_fresh,11.857382,12,5.66389,4.779731,0.789714,40.885765,uniform_fins,pending
ood_fresh_0073,ood_fresh,4.100405,10,2.09575,7.110898,0.530766,11.909245,uniform_fins,pending
ood_fresh_0017,ood_fresh,8.711315,12,5.587756,7.037673,0.200172,37.491194,uniform_fins,pending
ood_fresh_0057,ood_fresh,8.08031,3,4.004325,0.525035,0.220422,6.995344,uniform_fins,pending
ood_fresh_0012,ood_fresh,12.226775,3,4.858898,3.847744,0.825198,18.692051,uniform_fins,pending
ood_fresh_0034,ood_fresh,11.764735,10,4.351708,5.71525,0.893184,30.963079,uniform_fins,pending
ood_fresh_0064,ood_fresh,11.953392,10,4.276023,3.364499,1.19428,41.165015,uniform_fins,pending
ood_fresh_0058,ood_fresh,12.017145,10,5.304532,3.511238,0.743466,38.157501,uniform_fins,pending
ood_fresh_0062,ood_fresh,11.791531,12,4.081213,4.181526,0.613308,36.631119,uniform_fins,pending
ood_fresh_0043,ood_fresh,4.386158,10,2.213391,7.127806,0.283326,8.88206,uniform_fins,pending
ood_fresh_0055,ood_fresh,4.220892,10,2.557299,0.978246,0.700894,35.395174,uniform_fins,pending
ood_fresh_0078,ood_fresh,11.548125,3,5.53416,3.105989,0.995462,24.545814,uniform_fins,pending
ood_fresh_0010,ood_fresh,11.586132,10,5.741089,3.043506,1.113498,25.960781,uniform_fins,pending
ood_fresh_0004,ood_fresh,11.724142,10,3.999421,3.2407,0.71773,37.52356,uniform_fins,pending
ood_fresh_0080,ood_fresh,11.60907,12,3.453507,3.571991,0.772466,38.723763,uniform_fins,pending
ood_fresh_0020,ood_fresh,11.641767,12,2.46001,4.595956,0.599462,44.383138,uniform_fins,pending
ood_fresh_0025,ood_fresh,5.625611,10,2.544068,7.298783,0.347423,27.092765,uniform_fins,pending
ood_fresh_0079,ood_fresh,5.29432,10,3.248202,0.717764,0.458733,24.424346,uniform_fins,pending
ood_fresh_0036,ood_fresh,11.637682,3,4.368874,4.879401,0.914328,47.268956,uniform_fins,pending
ood_fresh_0076,ood_fresh,12.007329,10,3.502405,4.638317,1.148131,46.104933,uniform_fins,pending
ood_fresh_0040,ood_fresh,12.224202,10,5.727281,2.572702,1.034229,49.408915,uniform_fins,pending
ood_fresh_0074,ood_fresh,11.98645,12,2.538876,2.61642,0.837936,45.628091,uniform_fins,pending
ood_fresh_0052,ood_fresh,11.782746,10,3.065491,3.170458,1.080638,29.790861,uniform_fins,pending
ood_fresh_0082,ood_fresh,12.056962,10,3.197115,4.969707,0.254637,25.370563,uniform_fins,pending
ood_fresh_0068,ood_fresh,12.22054,12,3.865771,3.81063,0.413197,41.896128,uniform_fins,pending
ood_fresh_0032,ood_fresh,12.070491,12,4.122631,2.818466,0.326958,17.922846,uniform_fins,pending
ood_fresh_0050,ood_fresh,11.680616,12,3.521086,2.293955,0.513169,39.222545,uniform_fins,pending
ood_fresh_0016,ood_fresh,11.573273,10,2.109247,3.879054,0.312562,48.483838,uniform_fins,pending
