combined_position,case_id,pool,selection_status,converged,dropped,has_archive_manifest_row,archive_exists,archive_path,drop_reason,flow_converged_reported,raw_enthalpy_passed,raw_temperature_extrema_passed,raw_temperature_max_T_K,wall_time_sec
551,id_test_0575,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0575.tar.gz,,true,true,true,355.32535,19.000
552,id_test_0581,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0581.tar.gz,,true,true,true,369.06914,24.567
553,id_test_0557,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0557.tar.gz,,true,true,true,358.01186,29.572
554,id_test_0513,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0513.tar.gz,,true,true,true,358.14678,31.223
555,id_test_0504,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0504.tar.gz,,true,true,true,311.02367,26.677
556,id_test_0595,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0595.tar.gz,,true,true,true,335.11121,26.424
557,id_test_0596,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0596.tar.gz,,true,true,true,372.00521,29.695
558,id_test_0547,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0547.tar.gz,,true,true,true,383.48501,37.322
559,id_test_0543,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0543.tar.gz,,true,true,true,348.87763,74.330
560,id_test_0529,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0529.tar.gz,,true,true,true,358.89888,56.989
561,id_test_0580,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0580.tar.gz,,true,true,true,358.00709,30.614
562,id_test_0526,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0526.tar.gz,,true,true,true,344.78309,82.052
563,id_test_0567,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0567.tar.gz,,true,true,true,365.46334,55.069
564,id_test_0533,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0533.tar.gz,,true,true,true,331.65018,29.440
565,id_test_0544,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0544.tar.gz,,true,true,true,324.64495,28.247
566,id_test_0510,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0510.tar.gz,,true,true,true,388.62891,30.650
567,id_test_0506,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0506.tar.gz,,true,true,true,358.51986,48.612
568,id_test_0527,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0527.tar.gz,,true,true,true,336.91458,22.118
569,id_test_0598,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0598.tar.gz,,true,true,true,365.42444,84.992
570,id_test_0559,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0559.tar.gz,,true,true,true,315.10666,37.162
571,id_test_0560,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0560.tar.gz,,true,true,true,376.23301,63.956
572,id_test_0521,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0521.tar.gz,,true,true,true,321.53154,16.746
573,id_test_0582,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0582.tar.gz,,true,true,true,394.28418,196.119
574,id_test_0563,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0563.tar.gz,,true,true,true,374.90762,214.996
575,id_test_0524,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0524.tar.gz,,true,true,true,324.98228,45.597
576,id_test_0570,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0570.tar.gz,,true,true,true,406.55168,29.592
577,id_test_0586,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0586.tar.gz,,true,true,true,433.16539,84.790
578,id_test_0507,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0507.tar.gz,,true,true,true,351.50722,33.952
579,id_test_0508,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0508.tar.gz,,true,true,true,343.04013,14.375
580,id_test_0534,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0534.tar.gz,,true,true,true,360.03104,28.514
581,id_test_0585,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0585.tar.gz,,true,true,true,337.19725,17.605
582,id_test_0541,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0541.tar.gz,,true,true,true,342.06862,18.376
583,id_test_0522,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0522.tar.gz,,true,true,true,385.06289,27.787
584,id_test_0583,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0583.tar.gz,,true,true,true,344.63292,14.308
585,id_test_0554,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0554.tar.gz,,true,true,true,339.27032,37.638
586,id_test_0525,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0525.tar.gz,,true,true,true,365.04487,77.001
587,id_test_0511,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0511.tar.gz,,true,true,true,361.78522,40.226
588,id_test_0587,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0587.tar.gz,,true,true,true,374.02178,43.986
589,id_test_0528,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0528.tar.gz,,true,true,true,354.97554,21.596
590,id_test_0509,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0509.tar.gz,,true,true,true,326.23674,27.562
591,id_test_0500,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0500.tar.gz,,true,true,true,345.86487,21.609
592,id_test_0591,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0591.tar.gz,,true,true,true,374.42873,24.526
593,id_test_0502,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0502.tar.gz,,true,true,true,387.18651,40.971
594,id_test_0578,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0578.tar.gz,,true,true,true,388.15502,41.198
595,id_test_0569,id_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,543.23567,124.530
596,id_test_0535,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0535.tar.gz,,true,true,true,352.23165,14.006
597,id_test_0571,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0571.tar.gz,,true,true,true,367.46113,20.067
598,id_test_0577,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0577.tar.gz,,true,true,true,382.90115,39.767
599,id_test_0558,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_0558.tar.gz,,true,true,true,384.96078,40.474
600,id_test_0594,id_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,592.42381,77.831
601,ood_test_0037,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0037.tar.gz,,true,true,true,346.1127,35.293
602,ood_test_0145,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0145.tar.gz,,true,true,true,334.22849,78.200
603,ood_test_0067,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0067.tar.gz,,true,true,true,299.59459,22.977
604,ood_test_0091,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0091.tar.gz,,true,true,true,339.17205,38.628
605,ood_test_0001,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0001.tar.gz,,true,true,true,316.5666,18.454
606,ood_test_0055,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0055.tar.gz,,true,true,true,373.7336,64.908
607,ood_test_0079,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,641.40681,77.626
608,ood_test_0016,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0016.tar.gz,,true,true,true,385.23852,159.667
609,ood_test_0058,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0058.tar.gz,,true,true,true,318.86042,151.821
610,ood_test_0004,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0004.tar.gz,,true,true,true,354.11621,150.154
611,ood_test_0100,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,348.13426,427.885
612,ood_test_0035,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,351.36137,233.199
613,ood_test_0113,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0113.tar.gz,,true,true,true,317.00569,46.862
614,ood_test_0119,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0119.tar.gz,,true,true,true,375.41225,31.980
615,ood_test_0089,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,834.34768,79.271
616,ood_test_0146,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0146.tar.gz,,true,true,true,409.28333,91.631
617,ood_test_0074,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0074.tar.gz,,true,true,true,340.95279,138.506
618,ood_test_0093,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,335.18771,88.101
619,ood_test_0081,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,342.16542,158.110
620,ood_test_0069,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract; raw outlet enthalpy check failed,false,false,true,330.19985,166.778
621,ood_test_0057,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0057.tar.gz,,true,true,true,308.9536,43.181
622,ood_test_0117,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0117.tar.gz,,true,true,true,353.15633,96.360
623,ood_test_0147,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0147.tar.gz,,true,true,true,478.81111,42.499
624,ood_test_0072,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0072.tar.gz,,true,true,true,338.83278,76.054
625,ood_test_0036,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,304.64259,214.075
626,ood_test_0006,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0006.tar.gz,,true,true,true,321.6376,43.359
627,ood_test_0061,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0061.tar.gz,,true,true,true,311.21268,21.803
628,ood_test_0085,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0085.tar.gz,,true,true,true,303.09936,69.411
629,ood_test_0121,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0121.tar.gz,,true,true,true,390.45408,28.726
630,ood_test_0097,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0097.tar.gz,,true,true,true,448.61316,61.519
631,ood_test_0031,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0031.tar.gz,,true,true,true,428.90364,60.614
632,ood_test_0007,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,574.81654,43.167
633,ood_test_0022,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,422.57597,294.229
634,ood_test_0130,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0130.tar.gz,,true,true,true,457.89539,98.501
635,ood_test_0112,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0112.tar.gz,,true,true,true,360.79624,86.016
636,ood_test_0052,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,700.59602,132.543
637,ood_test_0065,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0065.tar.gz,,true,true,true,443.31674,144.412
638,ood_test_0041,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0041.tar.gz,,true,true,true,306.19816,40.805
639,ood_test_0101,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0101.tar.gz,,true,true,true,412.36561,42.111
640,ood_test_0143,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,1016.8383,59.821
641,ood_test_0086,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0086.tar.gz,,true,true,true,371.64749,125.196
642,ood_test_0050,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0050.tar.gz,,true,true,true,322.33869,157.342
643,ood_test_0063,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,351.84453,158.092
644,ood_test_0099,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0099.tar.gz,,true,true,true,363.64731,72.486
645,ood_test_0129,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0129.tar.gz,,true,true,true,412.64741,53.304
646,ood_test_0045,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0045.tar.gz,,true,true,true,317.98762,45.197
647,ood_test_0105,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0105.tar.gz,,true,true,true,350.80596,29.701
648,ood_test_0138,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0138.tar.gz,,true,true,true,326.86877,215.142
649,ood_test_0090,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0090.tar.gz,,true,true,true,321.64523,328.642
650,ood_test_0054,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,318.92752,347.524
651,ood_test_0013,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0013.tar.gz,,true,true,true,321.82354,38.259
652,ood_test_0139,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0139.tar.gz,,true,true,true,459.17924,71.686
653,ood_test_0133,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0133.tar.gz,,true,true,true,437.18168,37.283
654,ood_test_0025,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0025.tar.gz,,true,true,true,368.97855,29.048
655,ood_test_0019,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,534.27908,41.577
656,ood_test_0010,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,476.48188,583.081
657,ood_test_0064,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0064.tar.gz,,true,true,true,337.49943,123.278
658,ood_test_0106,ood_test,dropped,false,true,true,false,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0106.tar.gz,raw temperature extrema check failed,true,true,false,978.55215,163.619
659,ood_test_0059,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0059.tar.gz,,true,true,true,342.22602,29.895
660,ood_test_0017,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0017.tar.gz,,true,true,true,465.44708,131.180
661,ood_test_0107,ood_test,dropped,false,true,true,false,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0107.tar.gz,raw temperature extrema check failed,true,true,false,670.38838,83.310
662,ood_test_0047,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,852.91864,178.096
663,ood_test_0128,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0128.tar.gz,,true,true,true,421.82943,165.046
664,ood_test_0092,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,692.87152,126.880
665,ood_test_0075,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0075.tar.gz,,true,true,true,370.55217,40.473
666,ood_test_0141,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0141.tar.gz,,true,true,true,350.21675,28.970
667,ood_test_0135,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0135.tar.gz,,true,true,true,383.02992,38.019
668,ood_test_0021,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0021.tar.gz,,true,true,true,355.94349,29.086
669,ood_test_0123,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0123.tar.gz,,true,true,true,388.66739,9.874
670,ood_test_0120,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,347.6054,316.796
671,ood_test_0132,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0132.tar.gz,,true,true,true,365.79289,159.325
672,ood_test_0000,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0000.tar.gz,,true,true,true,359.51459,52.569
673,ood_test_0109,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0109.tar.gz,,true,true,true,350.62663,25.504
674,ood_test_0043,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,620.01517,167.681
675,ood_test_0115,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0115.tar.gz,,true,true,true,368.22581,27.227
676,ood_test_0076,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0076.tar.gz,,true,true,true,450.81426,220.515
677,ood_test_0094,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0094.tar.gz,,true,true,true,393.9913,182.242
678,ood_test_0040,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0040.tar.gz,,true,true,true,394.78012,75.723
679,ood_test_0083,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0083.tar.gz,,true,true,true,402.8048,51.726
680,ood_test_0011,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0011.tar.gz,,true,true,true,342.93295,75.796
681,ood_test_0137,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0137.tar.gz,,true,true,true,375.37382,88.789
682,ood_test_0053,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,579.40274,15.122
683,ood_test_0122,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,704.33959,156.856
684,ood_test_0056,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0056.tar.gz,,true,true,true,339.91015,58.949
685,ood_test_0015,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0015.tar.gz,,true,true,true,360.09848,18.787
686,ood_test_0051,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0051.tar.gz,,true,true,true,364.99063,30.686
687,ood_test_0024,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0024.tar.gz,,true,true,true,315.66247,48.758
688,ood_test_0042,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0042.tar.gz,,true,true,true,349.17112,155.269
689,ood_test_0084,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0084.tar.gz,,true,true,true,402.76325,57.179
690,ood_test_0103,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,564.11397,171.875
691,ood_test_0073,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0073.tar.gz,,true,true,true,380.19933,37.470
692,ood_test_0148,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0148.tar.gz,,true,true,true,437.53174,186.710
693,ood_test_0028,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract; raw temperature extrema check failed,false,true,false,578.09058,485.853
694,ood_test_0070,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0070.tar.gz,,true,true,true,399.0385,166.368
695,ood_test_0023,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0023.tar.gz,,true,true,true,367.48205,24.867
696,ood_test_0029,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract; raw temperature extrema check failed,false,true,false,703.81046,305.714
697,ood_test_0038,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,980.77119,95.922
698,ood_test_0068,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,809.1855,78.864
699,ood_test_0009,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0009.tar.gz,,true,true,true,366.79652,18.049
700,ood_test_0039,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0039.tar.gz,,true,true,true,391.12684,42.605
701,ood_test_0066,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0066.tar.gz,,true,true,true,349.50208,86.324
702,ood_test_0030,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,317.16711,191.670
703,ood_test_0048,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0048.tar.gz,,true,true,true,448.1515,52.526
704,ood_test_0049,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,580.00917,32.184
705,ood_test_0118,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,702.70231,82.761
706,ood_test_0124,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0124.tar.gz,,true,true,true,391.49133,172.213
707,ood_test_0136,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0136.tar.gz,,true,true,true,454.10177,111.172
708,ood_test_0071,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0071.tar.gz,,true,true,true,460.70924,158.305
709,ood_test_0008,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,525.9408,107.765
710,ood_test_0032,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,1046.9704,80.616
711,ood_test_0003,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0003.tar.gz,,true,true,true,389.95334,26.636
712,ood_test_0108,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0108.tar.gz,,true,true,true,358.02388,103.452
713,ood_test_0114,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,344.83829,212.839
714,ood_test_0127,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0127.tar.gz,,true,true,true,359.18077,8.099
715,ood_test_0046,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,524.05878,83.242
716,ood_test_0034,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0034.tar.gz,,true,true,true,466.0982,94.065
717,ood_test_0142,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,882.025,117.069
718,ood_test_0125,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0125.tar.gz,,true,true,true,444.94236,80.662
719,ood_test_0020,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,847.79624,89.767
720,ood_test_0140,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,852.79497,87.192
721,ood_test_0033,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0033.tar.gz,,true,true,true,384.70948,34.621
722,ood_test_0144,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0144.tar.gz,,true,true,true,397.65455,85.237
723,ood_test_0012,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0012.tar.gz,,true,true,true,396.94795,55.854
724,ood_test_0088,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0088.tar.gz,,true,true,true,412.28675,72.578
725,ood_test_0005,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,712.30043,118.375
726,ood_test_0110,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,520.30155,84.406
727,ood_test_0044,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0044.tar.gz,,true,true,true,424.52261,100.498
728,ood_test_0111,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0111.tar.gz,,true,true,true,386.39879,23.411
729,ood_test_0018,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0018.tar.gz,,true,true,true,400.79871,77.750
730,ood_test_0078,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0078.tar.gz,,true,true,true,432.3185,105.853
731,ood_test_0082,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract; raw temperature extrema check failed,false,true,false,625.08105,345.410
732,ood_test_0095,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,582.82663,39.032
733,ood_test_0062,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_0062.tar.gz,,true,true,true,408.61961,35.254
